fullname	id	prev_id	alt_names		comment
End, Th. van den	0000000063748033	0000000063748033	End, Th. van den;End, Thomas;End, Thomas van den;End, Tom van den;Van Den End, Th;Van Den End, Thomas;	VIAF ID: 15136507 (N. Japikse), ISNI: 0000000110216487 (N. Japikse)	
Engelsman, B.	0000000013354343	0000000013354343	Ánglico, Bartolomé;Anglicus, Bartholomaeus;Anglicus, Bartholomäus;Barthélemy (de Glanville);Barthélemy (de Trente);Barthélemy (l'Anglais);Bartholomaeus (Anglicus);Bartholomaeus Anglicus (Ordinis Fratrum Minorum (Franciscanus));Bartholomaeus Bellatus;Bartholomaeus de Feltro;Bartholomaeus (de Glanvilla);Bartholomaeus Glannovillanus;Bartholomaeus (Glaunvillus);Bartholomaeus (Glauvillus);Bartholomaeus (Tridentinus);Bartholomaeus (Ugerius);Bartholomäus Anglicus;Bartholomäus (de Glanvilla);Bartholomäus (de Glanville);Bartholomäus (Glannovillanus);Bartholomäus (Sudovolgius);Bartholomeus (Anglicus);Bartholomeus de Bellatus;Bartholomeus (Engelsman);Bartholomeus (Tridentinus);Bartholomew (Anglicus);Bartholomew (of England);Bartolomé (Ánglico);Bartolomeo (da Feltre);Bartolomeo da Feltre (OFM);Bartolomeo (da Trento);Bartolomeo (Uggeri);Bellati, Bartolomeo;Bellati, Bartolomeo (OFM);Bellatis, Bartholomaeus;Bellatis, Bartholomaeus de;Bellatis, Bartholomaeus (OFM);Bellatus, Bartholomaeus;Engelsman, Bartholomeus;Feltre, Bartolomeo da;Glanvilla, Bartholomaeus de;Glanville, Barthélemy de;Glanville, Bartholomaeus;Glanville, Bartholomew;Ugerius, Bartholomaeus;Uggeri, Bartolomeo	VIAF ID: 71670999 (E.C. Dijkhof), ISNI: 0000000001404884 (E.C. Dijkhof); VIAF ID: 94104323 (J.W.J. Burgers), ISNI: 0000000109264043 (J.W.J. Burgers); VIAF ID: 240666343 (H. Kokken), ISNI: 0000000398306720 (H. Kokken); VIAF ID: 12319295 (W. Prevenier), ISNI: 0000000110211619 (W. Prevenier); VIAF ID: 216892101 (J.G. Smit), ISNI: 0000000066308199 (J.G. Smit); VIAF ID: 84084500 (J.P. Ward), ISNI: 0000000110940408 (J.P. Ward)	
Engen, H. van	0000000053483019	0000000053483019	Engen, H. van;Engen, Hildebrand;Engen, Hildebrand van;Engen, Hildo;Engen, Hildo van;Van Engen, H.;van Engen, Hildebrand;Van Engen, Hildo;	VIAF ID: 51870000 (M.J. van Gent), ISNI: 0000000053355156 (M.J. van Gent)	
Enklaar, D.Th.	0000000110287293	0000000110287293	Diederik Enklaar;Enklaar, D. Th;Enklaar, Diederik Th;Enklaar, Diederik Theodorus;	VIAF ID: 193249906 (N. Stellingwerff)	
Enno van Gelder, H.A.	0000000081405173	0000000081405173	Enno van Gelder, H. A.;Enno van Gelder, Herman A.;Gelder, H. A. E.;Gelder, H. A. E. van;Gelder, H. A. Enno;Gelder, H. A. Enno van;Gelder, Herman A. Enno van;Gelder, Herman A. van;Gelder, Herman Arend Enno;Gelder, Herman Arend Enno van;Van Gelder, H. A. Enno;Van Gelder, Herman Arend Enno;VanGelder, H. A. Enno;	VIAF ID: 67349389 (I.J.A. Nijenhuis), ISNI: 0000000056363055 (I.J.A. Nijenhuis); VIAF ID: 59424455 (P.L.R. De Cauwer), ISNI: 0000000080193690 (P.L.R. De Cauwer); VIAF ID: 306220124 (W.M. Gijsbers), ISNI: 0000000398413331 (W.M. Gijsbers); VIAF ID: 213814076 (M. Hell), ISNI: 0000000130711864 (M. Hell); VIAF ID: 291554471 (C.O. van der Meij), ISNI: 0000000396556750 (C.O. van der Meij); VIAF ID: 80909000 (J.E. Schooneveld-Oosterling), ISNI: 0000000078423426) 	
Ent, L. van der	0000000049638890	0000000049638890	Ent, L. van der;Van der Ent, L.;	VIAF ID: 66822841 (J. de Beke), ISNI: 0000000108012207 (J. de Beke)	
Enthoven, V.	0000000080037567	0000000080037567	Enthoven, V.;Enthoven, Victor,;	VIAF ID: 280630577 (S. Benninge), ISNI: 0000000387599820 (S. Benninge); VIAF ID: 282948598 (J. van Lemego), ISNI: 0000000389527206 (J. van Lemego)	
Erasmus, D.	0000000013354343	0000000013354343	Erasmus, D.	VIAF ID: 56666862 (C. Aurelius), ISNI: 000000012134170X (C. Aurelius)	
Erdkamp, P.P.M.	0000000108973454	0000000108973454	Erdkamp, P.;Erdkamp, Paul;Erdkamp, Peter;Erdkamp, Peter Paul Marie‏	VIAF ID: 34279782 (J. Huyssen van Kattendijke), ISNI: 0000000051256015 (J. Huyssen van Kattendijke)	
Essen, J.L. van	0000000459518138	0000000459518138	Essen, J. L. van;Essen, J. La. van;Essen, Jantje Lubbegiena van;Essen, Ludi van;Van Essen, Jantje Lubbegiena;		
Essen, L. van der	0000000121238358	0000000121238358	Der Essen, LÃ©on Van;Essen, L. van der;Essen, LÃ©on Van Der;LÃ©on van der Essen (historien belge);Van der Essen, L.;Van Der Essen, LÃ©on;Van Der Essen, LÃ©on Jean;VanderEssen, LÃ©on;	VIAF ID: 103744862 (P. van Os), ISNI: 0000000075420529 (P. van Os)	
Everts, N.C.	0000000053350910	0000000053350910	Everts, N.;Everts, N.C.;Everts, Natalie;Everts, Natalie C.;	VIAF ID: 76426055 (P.C. Hooft), ISNI: 0000000109175868 (P.C. Hooft)	
Faassen, M. van	0000000066295762	0000000066295762	Faassen, M. van;Faassen, Marijke van;Van Faassen, M.;Van Faassen, Marijke		
Faber, D.J.	0000000025119287	0000000025119287	Faber, D.J.	VIAF ID: 56924048 (M. Stoke), ISNI: 0000000120263893 (M. Stoke); VIAF ID: 94104323 (J.W.J. Burgers), ISNI: 0000000109264043 (J.W.J. Burgers)	
Feiken, C.B.	0000000387110431	0000000387110431	Feiken, C.B.;Feiken, Charissa;Feiken, Charissa B.;	VIAF ID: 47131108 (J.E. Elias), ISNI: 0000000063143042 (J.E. Elias)	
Feith, H.O.	0000000023033199	0000000023033199	Feith, H. O.;Feith, H.O. (jr);Feith, Hendrik Octavius;Feith, Hendrik Octavius (jr);Feith, Hendrikus Octavius	VIAF ID: 3531358 (L. van Aitzema), ISNI: 0000000120954811 (L. van Aitzema)	
Formsma, W.J.	0000000083282568	0000000083282568	Formsma, W. J.;Formsma, Wiebe Jannes;Formsma, Wiebe Joannes;Wiebe Jannes Formsma;Wiebe Jannes Formsma (Dutch archivist);Wiebe Jannes Formsma (Nederlands archivaris (1903-1999));	VIAF ID: 44371041 (J.F. Niermeyer), ISNI: 0000000121304095 (J.F. Niermeyer); VIAF ID: 216892101 (J.G. Smit), ISNI: 0000000066308199 (J.G. Smit)	
Fraassen, Ch.F. van	0000000081843253	0000000081843253	Faassen, Chris van;Fraassen, Ch. F. van;Fraassen, Chris F. van;Fraassen, Chris van;Fraassen, Christiaan Frans;Fraassen, Christiaan Frans van;Van Fraassen, Ch. F.;Van Fraassen, Chris;Van Fraassen, Chris F.;Van Fraassen, Christiaan Frans;Van Fraassen, Christian Frans	VIAF ID: 3144898481450290177 (M. Hüffer), ISNI: 0000000452894093 (M. Hüffer)	
Fredericq, P.	0000000083436221	000000FredericqP	Fredericq, P.;Frédéricq, Paul;Paul Fredericq;Paul Fredericq (belgischer Historiker);Paul Fredericq (Historian);Paul Fredericq (regionaal historicus uit België (1850-1920))	VIAF ID: 49449937 (M.S. Polak), ISNI: 0000000001008689 (M.S. Polak); VIAF ID: 71670999 (E.C. Dijkhof), ISNI: 0000000001404884 (E.C. Dijkhof)	
Fritschy, W.	0000000020570415	0000000FritschyW	Fritschy, W.;Fritschy, J. M. F.;Fritschy, Joanna M. F.;Fritschy, Joanna Maria Francisca;Fritschy, W.;Fritschy, Wantje	VIAF ID: 234539112 (E.J. Harenberg), ISNI: 0000000385687130 (E.J. Harenberg); VIAF ID: 49449937 (M.S. Polak), ISNI: 0000000001008689 (M.S. Polak); VIAF ID: 71670999 (E.C. Dijkhof), ISNI: 0000000001404884 (E.C. Dijkhof)	
Fruin, R.	0000000061282196	0000000000FruinR	Fruin, R.;Fruin, Robert;Fruin, Robert J.;Fruin, Robert Jacob;Fruin, Robert Jacobus;Fruin, Robertus Jacobus;Robert Fruin;Robert Fruin (Dutch historian);Robert Fruin (historicus);Robert Jacob Fruin (niederländischer Historiker);Robert Jacobus Fruin	VIAF ID: 47081768 (S. Muller Fz), ISNI: 0000000116353087 (S. Muller Fz); VIAF ID: 193968651 (A.C. Bouman), ISNI: 0000000356976064 (A.C. Bouman); VIAF ID: 49592824 (K. Heeringa), ISNI: 0000000081284930 (K. Heeringa); VIAF ID: 45327406 (F. Ketner), ISNI: 0000000073260592 (F. Ketner)	
Gaastra, F.S.	0000000110202771	0000000110202771	Femme Gaastra;Femme Gaastra (maritime historian);Femme Gaastra (Nederlands historicus);Gaastra, F.;Gaastra, F. J.;Gaastra, F. S.;Gaastra, Femme;Gaastra, Femme S.;Gaastra, Femme Simon;Qieshitela, Feimo Ximeng;	VIAF ID: 27322650 (A.C.F. Koch), ISNI: 0000000035344373 (A.C.F. Koch); VIAF ID: 5055449 (J.G. Kruisheer), ISNI: 0000000109504457 (J.G. Kruisheer); VIAF ID: 71670999 (E.C. Dijkhof), ISNI: 0000000001404884 (E.C. Dijkhof)	
Gabriëls, A.J.C.M.	0000000000219177	0000000000219177	GabriÃ«ls, A.J.C.M.;GabriÃ«ls, Adrianus Johannes Cornelis Maria;GabriÃ«ls, Jos;	VIAF ID: 69225906 (H.P.H. Camps), ISNI: 0000000034283302 (H.P.H. Camps); VIAF ID: 16257810 (M. Dillo), ISNI: 0000000028302298 (M. Dillo); VIAF ID: 14261511 (G.A.M. Van Synghel), ISNI: 0000000078507005 (G.A.M. Van Synghel)	
Gachard, M.	0000000117598828	0000000117598828	Gachard, ..;Gachard, L. P.;Gachard, Louis P.;Gachard (Louis Prosper);Gachard, Louis Prosper (Archiviste);Gachard, Louis-Prosper (M.);Gachard, Louis ProspÃ©re;Gachard, Luis PrÃ³spero;Gachard, .. (M.);Gachard (Monsieur);Gachard, ProspÃ©re;Louis-Prosper Gachard;Louis Prosper Gachard (archivist);Louis Prosper Gachard (belgischer Staatsarchivar und Historiker);Louis-Prosper Gachard (historicus uit BelgiÃ« (1800-1885));		
Gaemers, J.H.	0000000033022987	0000000033022987	Gaemers, J. H.;Gaemers, Jelle;Gaemers, Jelle Hans;	VIAF ID: 94104323 (J.W.J. Burgers), ISNI: 0000000109264043 (J.W.J. Burgers)	
Ganshof, F.L.	0000000109324544	0000000109324544	FranÃ§ois Louis Ganshof (belgischer Historiker);FranÃ§ois Louis Ganshof (hoogleraar uit BelgiÃ« (1895-1980));FranÃ§ois-Louis Ganshof (medievalist);FranÃ§ois Louis Ganshof (professeur d'universitÃ© et historien belge);Ganshof, F.;Ganshof (, F. L.);Ganshof (FranÃ§ois L.);Ganshof, FranÃ§ois Louis;Ganshof, L.;ã¬ã³ã¹ãã¼ã, F. L.;		
Geijl, P.	0000000108774084	0000000108774084	Geyl, P.;Geyl, Pieter;Geyl, Pieter C.;Geyl, Pieter Cathariens Arie;Geyl, Pieter Catharinus Arie;Pieter Geijl (Nederlands historicus (1887-1966));Pieter Geyl;Pieter Geyl (Dutch historian);Pieter Geyl (niederlÃ¤ndischer Historiker);ÐÐµÐ¹Ð», ÐÐ¸ÑÐµÑ;Ù¾ÛØªØ± Ø®ÛÙ (ØªØ§Ø±ÛØ®âÙÚ¯Ø§Ø± ÙÙÙØ¯Û);	VIAF ID: 34554072 (A.J.C.M. Gabriëls), ISNI: 0000000000219177 (A.J.C.M. Gabriëls)	
Gelder, H.A.E. van	0000000081405173	0000000081405173	Enno van Gelder, H. A.;Enno van Gelder, Herman A.;Gelder, H. A. E.;Gelder, H. A. E. van;Gelder, H. A. Enno;Gelder, H. A. Enno van;Gelder, Herman A. Enno van;Gelder, Herman A. van;Gelder, Herman Arend Enno;Gelder, Herman Arend Enno van;Van Gelder, H. A. Enno;Van Gelder, Herman Arend Enno;VanGelder, H. A. Enno;		
Gelderen, J. van	0000000079078169	0000GelderenJvan	Gelderen, J. van;Gelderen, J. van;Gelderen, Jaap van;Gelderen, Jacob;Gelderen, Jacob van;Van Gelderen, Jaap	VIAF ID: 242183335 (H.K. s'Jacob), ISNI: 0000000398364904 (H.K. s'Jacob)	
Gent, M.J. van	0000000053355156	0000000GentMJvan	Gent, M.J. van;Gent, M. J. van;Gent, Michel J. van;Gent, Michel Joost;Gent, Michel Joost van,;Gent, Michel van;Van Gent, M.J.;Van Gent, Michel;Van Gent, Michel Joost	VIAF ID: 85300412 (G.J. Knaap), ISNI: 0000000083434728 (G.J. Knaap)	
Geraedts, F.F.J.M.	0000000388297699	0000GeraedtsFFJM	Geraedts, F.F.J.M.;Geraedts, Floor	VIAF ID: 32071272 (B.G.J. de Graaff), ISNI: 0000000066467376 (B.G.J. de Graaff)	
Gerbrandy, J.	000000039166527X	000000GerbrandyJ	Gerbrandy, J.;Gerbrandy, Jelle;Gerbrandy, Jelle Douwe	VIAF ID: 94642204 (D.E.H. de Boer), ISNI: 0000000110781099 (D.E.H. de Boer); VIAF ID: 49346953 (D.J. Faber), ISNI: 0000000025119287 (D.J. Faber); VIAF ID: 56736317 (H.P.H. Jansen), ISNI: 0000000081659376 (H.P.H. Jansen); VIAF ID: 68950224 (J.W. Marsilje), ISNI: 0000000083912136 (J.W. Marsilje)	
Gerretson, C.	0000000120220324	0000000120220324	Carel Gerretson (Dutch writer, essayist, historian, and politician);Carel Gerretson (Nederlands schrijver);Carel Gerretson (nederlÃ¤ndsk poet, fÃ¶rfattare, politiker och historiker);Carel Gerretson (nederlandsk poet, skribent, politikar og historikar);Carel Gerretson (nederlandsk poet, skribent, politiker og historiker);Geerten Gossaert (scrittore olandese);Gerretson, C.;Gerretson, Carel;Gerretson, F. C.;Gerretson, Frederik C.;Gerretson, Frederik Carel,;Gossaert, G.;Gossaert, Geerten;Gossaert, Geerten (Pseudonym);ãã¬ããã½ã³, F. C;	VIAF ID: 112813228 (J.L. van der Gouw), ISNI: 0000000083475597 (J.L. van der Gouw)	
Gerritsen, W.P.	0000000114686291	0000000114686291	Gerritsen, W. P.;Gerritsen, Willelm Pieter;Gerritsen, Willem;Gerritsen, Willem Dieter;Gerritsen, Willem P.;Gerritsen, Willem Pieter;Gerritsen, Willen Pieter;Gerritsen, Wim;Gerritsen, Wim P.;Wim Gerritsen;Wim Gerritsen (Dutch literary historian);Wim Gerritsen (literatuurhistoricus);	VIAF ID: 25026851 (N.B. Tenhaeff), ISNI: 0000000385133584 (N.B. Tenhaeff); VIAF ID: 73975749 (W. Jappe Alberts), ISNI: 0000000120285507 (W. Jappe Alberts)	
Geyl, P.	0000000108774084	0000000108774084	Geyl, P.;Geyl, Pieter;Geyl, Pieter C.;Geyl, Pieter Cathariens Arie;Geyl, Pieter Catharinus Arie;Pieter Geijl (Nederlands historicus (1887-1966));Pieter Geyl;Pieter Geyl (Dutch historian);Pieter Geyl (niederlÃ¤ndischer Historiker);ÐÐµÐ¹Ð», ÐÐ¸ÑÐµÑ;Ù¾ÛØªØ± Ø®ÛÙ (ØªØ§Ø±ÛØ®âÙÚ¯Ø§Ø± ÙÙÙØ¯Û);	VIAF ID: 15137091 (J.G. van Dillen), ISNI: 0000000108728061 (J.G. van Dillen)	
GiBrom, sb.	00000000GiBromsb	00000000GiBromsb	GiBrom, sb.	VIAF ID: 10134406 (O. Schutte), ISNI: 0000000024155980 (O. Schutte)	
Gielkens, J.	0000000109634403	0000000GielkensJ	Gielkens, J.	VIAF ID: 284047559 (M.E.M. Jungman), ISNI: 0000000042037056 (M.E.M. Jungman); VIAF ID: 8189134 (C.J.E. Van Hulthem), ISNI: 0000000078197430 (C.J.E. Van Hulthem)	
Giesbers, C.	0000000393227054	0000000GiesbersC	Giesbers, C.;Celine Giesbers	VIAF ID: 197168227 (H.J. van Dapperen); VIAF ID: 116190606 (M. van Tielhof), ISNI: 0000000114556251 (M. van Tielhof)	
Gisbert Brom	0000000083395909	0000000083395909	Brom, G.;Brom, Gijsbertus;Brom, Gisb;Brom, Gisbert;Brom, Gisbert (sac);Brom, Gisbertus;Gisbert Brom;Gisbert Brom (Dutch Catholic priest, theologian and historian);Gisbert Brom (thÃ©ologien hollandais);	VIAF ID: 17478200 (K.P.S.S. Vossen), ISNI: 0000000037616678 (K.P.S.S. Vossen); VIAF ID: 66232011 (M. Kooijmans), ISNI: 0000000044648993 (M. Kooijmans)	
Gnade, M.	000000004862856X	0000000000GnadeM	Gnade, M.;Gnade, Marijke	VIAF ID: 63323899 (P. Dreiskämper), 0000000034081049 (P. Dreiskämper); VIAF ID: 34554072 (A.J.C.M. Gabriëls), ISNI: 0000000000219177 (A.J.C.M. Gabriëls); VIAF ID: 53494037 (B.J. Ibelings), ISNI: 000000003379520X (B.J. Ibelings); VIAF ID: 66232011 (M. Kooijmans), ISNI: 0000000044648993 (M. Kooijmans); VIAF ID: 2598099 (J. Roelevink), ISNI: 0000000061302599 (J. Roelevink); VIAF ID: 71679830 (R.G.H. Sluijter), ISNI: 000000005959975X (R.G.H. Sluijter); VIAF ID: 51870000 (M. van Gent), ISNI: 0000000053355156; VIAF ID: 73981650 (G.J. Hooykaas), ISNI: 0000000081540666 (G.J. Hooykaas); VIAF ID: 71409229 (A.J. Veenendaal jr), ISNI: 0000000109135890 (A.J. Veenendaal jr); VIAF ID: 57994257 (D. Haks), ISNI: 0000000082408720 (D. Haks); VIAF ID: 67349389 (I.J.A. Nijenhuis), ISNI: 0000000056363055 (I.J.A. Nijenhuis); VIAF ID: 24770215 (M-C. Engels), ISNI: 0000000032946272 (M-C. Engels)	
Gobée, E.	0000000058406151	0000000000GobéeE	Gobée, E.	VIAF ID: 57868812 (A.C.M. Kappelhof), ISNI: 0000000021575613 (A.C.M. Kappelhof); VIAF ID: 171939523 (G. de Graaf), ISNI: 0000000120850588 (G. de Graaf); VIAF ID: 286861392 (K. Hulsker); VIAF ID: 44293717 (J.P. de Valk), ISNI: 0000000094740587 (J.P. de Valk)	
Gool, J. van	0000000121345524	00000000GoolJvan	Gool, J. van;Gool, Jan Van;Gool, Jan van (Dutch painter and critic, 1685-1763);Gool, Johan;Gool, Johan Van;Jan Gool;Jan van Goal;Jan van Gol;Jan Van Gool;Jan van Gool (Dutch painter);Jan van Gool (Nederlands kunstschilder (1685-1765));Jan van Zool;Van Gool, Jan;Van Gool, Johan	VIAF ID: 71679830 (R. Sluijter), ISNI: 000000005959975X (R. Sluijter)	
Goor, J. van	0000000083727192	00000000GoorJvan	Goor, J. van;Goor, J. van;Goor, J. van (koloniaal historicus);Goor, Jur van;Goor, Jurrien;Goor, Jurrien (koloniaal historicus);Goor, Jurrien van;Goor, Jurrien van, (Auteur.);Van Goor, J.;Van Goor, Jur;Van Goor, Jurrien	VIAF ID: 51870000 (M. van Gent), ISNI: 0000000053355156 (M. van Gent)	
Goossens, Th.	0000000046719150	000000GoossensTh	Goossens, Th.;Goossens, Th. J. A. J.;Goossens, Thomas Joannes Adrianus Josephus	VIAF ID: 4946722 (M.J.B. Schouten), ISNI: 0000000083389357 (M.J.B. Schouten); VIAF ID: 116190606 (M. van Tielhof), ISNI: 0000000114556251 (M. van Tielhof)	
Goris, M.	0000000038896579	0000000000GorisM	Goris, M.;Goris, Maria Jozefine;Goris, Mariken	VIAF ID: 56714446 (L. van der Valk), ISNI: 0000000049578429 (L. van der Valk)	
Goslinga, A.	0000000356911666	0000000GoslingaA	Goslinga, A.;Adriaan Goslinga;Goslinga, Adriaan,	VIAF ID: 110415332 (I.J. Brugmans), ISNI: 0000000110326520 (I.J. Brugmans)	
Gou, L. de	0000000092219587	0000000092219587	De Gou, L.;De Gou, Leonard;Gou, L. deâ;Gou, Leonard;Gou, Leonard de;Gou, Louk de;Gou, Louk de,â;Leonard de Gou;Leonard de Gou (Dutch lawyer and politician);Leonard de Gou (Nederlands politicus);		
Goubau, R.	wkdt:Q62090564	000000000GoubauR	Goubau, R.		
Gouw, J.L. van der	0000000083475597	0000000083475597	Der Gouw, Jacobus Leonardus van;Gouw, J. L. van der;Gouw, Jacobus Leonardus;Gouw, Jacobus Leonardus van der;Jaap van der Gouw;Van Der Gouw, J.L.;Van der Gouw, Jacobus Leonardus;	VIAF ID: 22272593 (L. van der Essen), ISNI: 0000000121238358 (L. van der Essen); VIAF ID: 109032985 (F.L. Ganshof), ISNI: 0000000109324544 (F.L. Ganshof); VIAF ID: 20486652 (P. Geyl), ISNI: 0000000108774084 (P. Geyl); VIAF ID: 219308542 (R.R. Post), ISNI: 0000000108231178 (R.R. Post); VIAF ID: 51750535 (H. van Werveke), ISNI: 0000000115568385 (H. van Werveke); VIAF ID: 51146573917538101558 (P.J. van Winter), ISNI: 0000000061409572 (P.J. van Winter)	
Govers, M.-J.	0000000054001683	00000000GoversMJ	Govers, M.-J.;Govers, Marie-José;Govers, Marie-Josée	VIAF ID: 43140582 (I.A. Nijhoff), ISNI: 0000000061423075 (I.A. Nijhoff); VIAF ID: 817419 (P.J. Blok), ISNI: 0000000120196336 (P.J. Blok)	
Graaff, B.G.J. de	0000000066467376	0000000066467376	De Graaff, Bob;de Graaff, Bobbiaan;Graaff, B. G. J. de;Graaff, Bob de,;Graaff, Bobbiaan Gerrit Jan;Graaff, Bobbiaan Gerrit Jan de;		
Grabowsky, E.M.	0000000033545649	0000000033545649	Grabowsky, E. M.;Grabowsky, Ellen;Grabowsky, Ellen M.;		
Grever, M.	0000000041872041	000000000GreverM	Grever, M.		
Groen van Prinsterer, G.	0000000081083573	0000000081083573	Gr. v. Pr;Groen;Groen van Prinsterer, ..;Groen van Prinsterer, G.;Groen van Prinsterer, Guilelmus;Groen van Prinsterer, Guilielmus;Groen van Prinsterer, Guillaume;Groen van Prinsterer, Gulielmus;Groen van Prinsterer, W.;Groen van Prinsterer, Wilhelm;Groen van Prinsterer, Willem;Guillaume Groen van Prinsterer (Dutch politician and historiain);Guillaume Groen van Prinsterer (Nederlands politicus);Guillaume Groen van Prinsterer (niederlÃ¤ndischer Staatsmann, Geschichtsschreiber und Publizist);Prinsterer, G. G. van;Prinsterer, G. Groen van;Prinsterer, Groen van;Prinsterer, Guilelmus G. van;Prinsterer, Guillaume G. van;Prinsterer, Guillaume Groen van;Prinsterer, Gulielmus Groen van;Prinsterer, Wilhelm Groen van;Van Prinsterer, G. Groen;Van Prinsterer, Guillaume Groen;ÐÑÐ¸Ð½ÑÑÐµÑÐµÑ, ÐÑÑÐ½ Ð²Ð°Ð½;		
Groningen, A.P. van	0000000397843321	00GroningenAPvan	Groningen, A.P. van;Groningen, Abraham Pieter van;Groningen, Abram Pieter van		
Groot, A. de	0000000051856299	00000000GrootAde	Groot, A. de;De Groot, Aart;De Groot, Art;Groot, A. de;Groot, Aart;Groot, Aart de		
Groot, K.E.	0000000391041221	0000000391041221	Groot, K.E. de;		
Gruner, W.D.	0000000110698412	00000000GrunerWD	Gruner, W.D.;Gruner, Wolf D.,;Gruner, Wolf Dieter;Gruner, Wolfgang-Dietrich;Wolf D. Gruner (deutscher Historiker);Wolf D. Gruner (German historian);Wolf Dieter Gruner (historien allemand)	VIAF ID: 70009274 (J.R. Bruijn), ISNI: 0000000107833732 (J.R. Bruijn)	
Gutierrez Rojas, F.	0GutierrezRojasF	0GutierrezRojasF	Gutierrez Rojas, F.	VIAF ID: 71670999 (E. Dijkhof), ISNI: 0000000001404884 (E. Dijkhof); VIAF ID: 51870000 (M. van Gent), ISNI: 0000000053355156 (M. van Gent)	No authority file for Flora Gutierrez Rojas. Werkte mee aan Zorgverzekeringen en dagboeken de Clercq.
Haak, J.	0000000061330952	00000000000HaakJ	Haak, J.;Haak, Jan	VIAF ID: 14805960 (J.A.F. de Jongste), ISNI: 0000000034991763 (J.A.F. de Jongste); VIAF ID: 71409229 (A.J. Veenendaal), ISNI: 0000000109135890 (A.J. Veenendaal)	
Haak, S.P.	0000000061272289	0000000000HaakSP	Haak, S.P.;Haak, Sikko P.;Haak, Sikko Popta;Haak, Sikko Popto;Sikko Popta Haak;Sikko Popta Haak (Dutch historian);Sikko Popta Haak (Nederlands historicus (1876-1937));Sikko Popta Haak (niederländischer Historiker)	VIAF ID: 218804044 (K. Kooijmans), ISNI: 0000000385473976 (K. Kooijmans); VIAF ID: 6564460 (Th.S. Bos), ISNI: 0000000042587787 (Th.S. Bos); VIAF ID: 61670323 (A.E. Kersten), ISNI: 0000000118844218 (A.E. Kersten); VIAF ID: 88999215 (C.E. Keij), ISNI: 0000000062452927 (C.E. Keij); VIAF ID: 216892101 (J.G. Smit), ISNI: 0000000066308199 (J.G. Smit)	
Haeff, N.B. ten	0000000385133584	000000HaeffNBten	Tenhaeff, N.B.;Tenhaeff, Nicolaas Bernardus	VIAF ID: 67349389 (I. Nijenhuis), ISNI: 0000000056363055 (I. Nijenhuis); VIAF ID: 2598099 (J. Roelevink), ISNI: 0000000061302599 (J. Roelevink); VIAF ID: 71679830 (R. Sluijter), ISNI: 000000005959975X (R. Sluijter)	
Harderwijk, K.J.R. van	0000000110356594	0000000110356594	A. J. van der Aa;Harderwijk, K. J. R. van;Harderwijk, Karel Johan Reinier van;Harderwyk, K. J. R. van;Van Harderwijk, K. J. R.;Van Harderwijk, Karel Johan Reinier;		
Harenberg, E.J.	0000000385687130	0000000385687130	Harenberg, E. J.;Harenberg, Ed;Harenberg, Eduard Johannes;	VIAF ID: 218804044 (K. Kooijmans), ISNI: 0000000385473976 (K. Kooijmans); VIAF ID: 6564460 (Th.S. Bos), ISNI: 0000000042587787 (Th.S. Bos); VIAF ID: 61670323 (A.E. Kersten), ISNI: 0000000118844218 (A.E. Kersten); VIAF ID: 88999215 (C.E. Keij), ISNI: 0000000062452927 (C.E. Keij); VIAF ID: 216892101 (J.G. Smit), ISNI: 0000000066308199 (J.G. Smit)	
Havenaar, R.	0000000066522160	0000000HavenaarR	Havenaar, R.;Havenaar, Ronald	VIAF ID: 115682472 (Ch.F. van Fraassen), ISNI: 0000000081843253 (Ch.F. van Fraassen); VIAF ID: 115682464 (P. Jobse), ISNI: 0000000084126348 (P. Jobse)	
Hay, M.	000000000000HayM	000000000000HayM	Hay, M.	VIAF ID: 115682472 (Ch.F. van Fraassen), ISNI: 0000000081843253 (Ch.F. van Fraassen)	Geen Auth. file. Werkte mee aan transcriptie dagboeken de Clercq.
Heeringa, K.	0000000081284930	0000000081284930	Heeringa, K.;Heeringa, Klaas;Klaas Heeringa;	VIAF ID: 266388515 (H.E. Niemeijer), ISNI: 0000000382893625 (H.E. Niemeijer); VIAF ID: 31091214 (Th. van den End), ISNI: 0000000063748033 (Th. van den End)	
Hemptinne, Th. de	0000000080748107	0000000080748107	De Hemptinne, T.;De Hemptinne, Th;De Hemptinne, ThÃ©rÃ¨se;Hemptinne, ThÃ©rÃ¨se de;		
Henderikx, P.A.	0000000078352373	0000000078352373	Henderickx, Pieter A.;Henderikx, P. A.;Henderikx, P.A. (mediÃ«vist);Henderikx, Peter;Henderikx, Peter A.;Henderikx, Pieter;Henderikx, Pieter Arij;Henderikx, Pieter Arij (mediÃ«vist);	VIAF ID: 54319486 (P.N. Holtrop), ISNI: 0000000118042135 (P.N. Holtrop); VIAF ID: 69112768 (Th.J.S. van Staalduine), ISNI: 0000000021813220 (Th.J.S. van Staalduine)	
Hensen, A.H.L.	0000000078197190	0000000078197190	Antonius Hensen;Antonius Hensen (Dutch priest);Antonius Hensen (Nederlands priester (1854-1932));Hensen, A. H. L.;Hensen, Antonius;Hensen, Antonius H.;Hensen, Antonius Hubertus Leonardus;Hensen, Antonius Hubertus Leonardus (sac);		
